D115 ID	Leika Nummer	Leika Gruppe	Leika Kennung	Leika Verrichtung	Leika Synonyme
325541	99107001023000	Sozialleistungen	Sozialversicherung	Auskunft	Altersrente | Erwerbsminderungsrente | EU-Rente | Hinterbliebenenrente | Waisenrente | Witwenrente | Schwerbehindertenrente | Rentenantrag stellen | Rente | Versicherungszeiten | Rentenauskunft | Rentenvordrucke | Kontenklärung
326015	11107001023904	Sozialleistungen	Sozialversicherung	Auskunft	Beglaubigung in Sozialversicherungsangelegenheiten | Urkunden | Beweisunterlagen | Nachweise über Beschäftungszeiten | Sozialversicherung | Rente
326007	11107001023903	Sozialleistungen	Sozialversicherung	Auskunft	Anrechnungszeiten | Rentenkonto | Kindererziehungszeiten | Beitragszeiten | Wartezeiten | Versicherungsverlauf | Beschäftigungszeiten | rentenrechtliche Zeiten | Kontenklärung für die gesetzliche Rentenversicherung | Lücken im Versicherungsverlauf | fehlende Nachweise von Beschäftigungszeiten | Ausbildungszeiten | Schulzeiten | Kindererziehungszeiten |
326003	11107001023901	Sozialleistungen	Sozialversicherung	Auskunft	Altersrente | Erwerbsminderungsrente | EU-Rente | Hinterbliebenenrente | Waisenrente | Witwenrente | Schwerbehindertenrente | Rentenantrag
121898	11001004004906	Abfall	Wilder Müll	Entsorgung	Abfallentsorung | Müllabfuhr | Abfallbeseitigung | Sperrmüll | Unrat
327495	99050027008001	Gewerbe	Spielgeräte mit Gewinnmöglichkeit	Bestätigung	Gaststätte | Aufstellerlaubnis | Automaten | Geldspielgeräte | Geeignetheitsbestätigung | Spielgeräte mit Gewinnmöglichkeit | Bestätigung Aufstellort
327493	99050027005000	Gewerbe	Spielgeräte mit Gewinnmöglichkeit	Erlaubnis	Geeignetheit des Aufstellungsortes für Spielgeräte mit Gewinnmöglichkeit | Spielgeräte mit Gewinnmöglichkeit | Erlaubnis | Automaten | Gaststätte | Aufstellerlaubnis | Geeignetheit | Aufstellort | Spielgeräte
326045	11036009072900	Fahrzeugzulassung	Kraftfahrzeugkennzeichen	Reservierung	Filmkennzeichen | Kennzeichen für Dreharbeiten | Spielkennzeichen | Reservierung eines KFZ-Kennzeichens | Werbeaufnahmen
325593	11050047016900	Gewerbe	Hufbeschlagschmied	Anerkennung	Anerkennungsurkunde Hufbeschlagschmied | Hufschmied
326177	11901901000000	Übergeordnete Personenstandsfälle	Sterbefall auf deutschen Seeschiffen		Sterbefall auf deutschen Seeschiffen | Tod auf See | Tod auf Schiff | Sterbefall auf See | Sterbefall auf Schiff | Tod eines Seemannes
326179	11901902000000	Übergeordnete Personenstandsfälle	Sterbefall ehemaliger deutscher Wehrmachtsangehöriger		Tod eines Soldaten im zweiten Weltkrieg | Wehrmachtssoldat
318988	11101004012903	Sterbefall	Sterbeurkunde	Ausstellung	Sterbefall im Ausland | Tod im Ausland | verstorben im Ausland
326165	11901900000000	Übergeordnete Personenstandsfälle	Sterbefall im Ausland		Sterbefall im Ausland | Tod im Ausland | Tod im Urlaub | Tod auf Reise
318989	11101004012902	Sterbefall	Sterbeurkunde	Ausstellung	Sterbefall im Ausland | Tod im Ausland | verstorben im Ausland
318987	11101004012900	Sterbefall	Sterbeurkunde	Ausstellung	Sterbefall | verstorben | Sterbeurkunde | Tod | Totenschein
325411	99102033000000	Steuern	Steueransprüche		Steueransprüche | Säumniszuschläge | Verspätungszuschläge | Zinsen | Steuerliche Nebenleistungen
326169	11102033039000	Steuern	Steueransprüche	Erstattung	Auszahlung | Steuererstattung | Erstattung | Rückzahlung
325413	99102033119000	Steuern	Steueransprüche	Stundung	Stundung | Steueransprüche | Ratenzahlung | Teilzahlung. Steuern | Steuerstundung
326135	11102033131000	Steuern	Steueransprüche	Zahlung	Steuerzahlungen | Steueransprüche
325823	11102002060900	Steuern	Steuerfreibeträge	Eintragung	Steuerfreibeträge - Eintragung | Übertragung des Kinderfreibetrags | Kinderfreibetrag
325405	99102018000000	Steuern	Steuerliche Abmeldung eines Unternehmens		Steuerliche Abmeldung eines Unternehmens | Einstellung | Betriebseinstellung | Aufgabe der selbständigen Tätigkeit | Steuerliche Erfassung | steuerliche Abmeldung | Auflösung | Einstellung | Verlegung der Geschäftsleitung | Abmeldung | Unternehmen | Betrieb
325865	11108012006000	Straßenverkehr	Sondernutzung von Straßen	Genehmigung	Ausnahmegenehmigung | Fahrradständer | öffentlichem Straßenland | Aufstellung
325999	11108012006901	Straßenverkehr	Sondernutzung von Straßen	Genehmigung	Ausnahmegenehmigung | öffentliches Straßenland | Aufstellung | Werbestelltafeln
326293	11108928000000	Straßenverkehr	Straßenrechtliche Sondernutzung Apothekenmast		Apothekenmast | Apothekenkandelaber | Apothekenwürfel
325653	11108910000000	Straßenverkehr	Straßenrechtliche Sondernutzung Baugerüst		Baugerüste | Gerüste | Rüstung | Straßenrechtliche Sondernutzung
325689	11108915000000	Straßenverkehr	Straßenrechtliche Sondernutzung Baugrubenverbau, Bohr- und Spundwand		Sondernutzung | Sondernutzungserlaubnis | Baugrubenverbau | Bohrwände | Spundwände | Bohrpfahlwände |
325651	11108908000000	Straßenverkehr	Straßenrechtliche Sondernutzung Baustelleneinrichtung		Baustelleneinrichtung | Baustofflagerung | Materiallagerung | Container | Bauwagen | Toilette | WC | Straßenrechtliche Sondernutzung
326297	11108930000000	Straßenverkehr	Straßenrechtliche Sondernutzung Beleuchtung für Gebäude im Straßenland		Strahler | Gebäudebeleuchtung | Fassadenbeleuchtung | Anstrahlen
325713	11108917000000	Straßenverkehr	Straßenrechtliche Sondernutzung Erker, Balkon, Werbeschild an Gebäuden		Straßenrechtliche | Sondernutzung | Sondernutzungserlaubnis | Balkone | Erker | Werbeschilder | Vordach | Automaten | Werbung an Baugerüsten | Werbung | Baugerüsten | Werbeschilder
325715	11108902000000	Straßenverkehr	Straßenrechtliche Sondernutzung Filmaufnahmen		Straßenrechtliche | Sondernutzung | Sondernutzungserlaubnis | Filmaufnahmen | Dreharbeiten | Filmarbeiten | Filmproduktion | Fernsehproduktion | Fernsehaufnahmen
326073	11108907000000	Straßenverkehr	Straßenrechtliche Sondernutzung Großflächenwerbetafel		Straßenrechtliche Sondernutzung Großflächenwerbetafeln | Billboards | Megalights | Werbesäulen | Immobilie Werbeanlagen | Werbestelen
326299	11108931000000	Straßenverkehr	Straßenrechtliche Sondernutzung in gesperrten Bereichen von Demonstrationen		Demo | Demonstration | Versorgungsstände | Infostand | Versorgungsstand | Informationsstand
325709	11108916000000	Straßenverkehr	Straßenrechtliche Sondernutzung Kellerlicht- und Biereinwurfschacht		Straßenrechtliche | Sondernutzung | Sondernutzungserlaubnis | Kellerlichtschacht | Biereinwurfschacht | Entlüftungsschacht | Kohleeinwurfschacht
325655	11108911000000	Straßenverkehr	Straßenrechtliche Sondernutzung Kran, Schrägaufzug, Lift, Hebebühne		Sondernutzung | Sondernutzungserlaubnis | Kranaufstellung | Schrägaufzüge | Lifte | Hebebühnen
326291	11108926000000	Straßenverkehr	Straßenrechtliche Sondernutzung Kunstobjekt, Stele		Straßenrechtliche Sondernutzung Kunstobjekt | Stele | Kunst |
326067	11108905000000	Straßenverkehr	Straßenrechtliche Sondernutzung Lichtmastwerbung (Draußenwerber)		Lichtmastenwerbung | Werbung an Lichtmasten | Werbeflaggen an Lichtmasten | Straßenrechtliche Sondernutzung Lichtmastwerbung | Draussenwerber
325983	11108909000000	Straßenverkehr	Straßenrechtliche Sondernutzung Schrottcontainer		Schuttcontainer | Container | Stellgenehmigung | Schrottcontainer | Straßenrechtliche Sondernutzung
326295	11108929000000	Straßenverkehr	Straßenrechtliche Sondernutzung Uhrenkandelaber		Uhrenmast | Kandelaber mit Uhr
326063	11108904000000	Straßenverkehr	Straßenrechtliche Sondernutzung Wahlplakate (DIN A 0)		Straßenrechtliche Sondernutzung | Plakate aufstellen | werben | Aufsteller | Wahlwerbung | Wahlplakate | Plakatwerbung für Wahlen | Volksbegehren und Volksentscheidungen
326071	11108906000000	Straßenverkehr	Straßenrechtliche Sondernutzung Zirkuswerbung		Straßenrechtliche Sondernutzung Zirkuswerbung | Zirkus | Werbeplakate | Plakate Zirkus
324318	11123900023000	Vermessung und Kataster	Straßenverzeichnis	Auskunft	Widmung | gewidmetes Straßenland | Straßenland | öffentliches Straßenland | Straßenverzeichnis | Benennung | öffentliche Straßen | Straße | Platz | Weg | Straßengesetz | Berliner Straßengesetz | Straßenverzeichnis | öffentliches Straßenland | gewidmet | Privatstraßen
324319	11123900109000	Vermessung und Kataster	Straßenverzeichnis	Einsicht gewähren	Widmung | gewidmetes Straßenland | Straßenland | öffentliches Straßenland | Straßenverzeichnis | Benennung | öffentliche Straßen | Straße | Platz | Weg | Straßengesetz | Berliner Straßengesetz | Straßenverzeichnis | Privatstraßen |
326527	99108020000000	Straßenverkehr	Störung der Straßenbeleuchtung		defekte | Lampen | Beleuchtungsstörungen | Störungen | Leuchten | Laternen | kaputt | defekt | Beleuchtung | Straßenbeleuchtung | Straßen | Öffentliche
150177	11107903000000	Sozialleistungen	Super Ferienpass		Ferienpass | SuperFerienPass | Kultur | Jugend | Kinder | Ferien
326043	11036008023900	Fahrzeugzulassung	Kraftfahrzeug	Auskunft	Service-Telefon | KFZ | Kraftfahrzeug | Auskunft
326463	11001004004911	Abfall	Wilder Müll	Entsorgung	Tierkadaver | Tiere | Taube | Hund | Wild | Katze | tierische Nebenprodukte
326271	11089024169000	Sicherheit und Ordnung	Tierquälerei	Anzeige	Missbrauch | Tieren | Tierschutz | Anzeige | Tierquälerei | Tierschutzverstoss | nicht artgerechte |
326129	11046045026900	Gerichtliche Leistungen	Todeserklärung	Beurkundung	Todeserklärung | für Tod erklärt | Totenschein | verstorben | Todeszeit
325851	11102021900000	Steuern	Umsatzsteuer	Kleinunternehmer	Umsatzsteuer - Kleinunternehmer | Umsatzsteuererklärung | Umsatzsteuerbefreiung
326205	11102021241901	Steuern	Umsatzsteuer	Voranmeldung	Umsatzsteuer | USt | Umsatzsteuer-Voranmeldung | USt-VA | ELSTER | elster | Elster | elektronische Steuererklärung | ELSTEROnline
326203	11102021241900	Steuern	Umsatzsteuer	Voranmeldung	Umsatzsteuer | USt | Umsatzsteuer-Voranmeldungen | Dauerfristverlängerung | Sondervorauszahlung
324715	99102021000000	Steuern	Umsatzsteuer		Umsatzsteuer | Voranmeldung | USt | USt-Jahreserklärung | Mehrwertsteuer | ELSTER | elster | Elster | elektronische Steuererklärung | ELSTEROnline
121598	99023001050001	Fahrerlaubnis	Führerschein	Umschreibung	Abgabe des ausländischen Führerscheins | Umschreibung Führerschein | ausländischer Führerschein | Führerschein | Fahrerlaubnis
327537	11023001050900	Fahrerlaubnis	Führerschein	Umschreibung	Listenstaaten | Abgabe des ausländischen Führerscheins | Umschreibung Führerschein | ausländischer Führerschein | Führerschein | Fahrerlaubnis
121615	99034001000000	Dienstfahrerlaubnis	Dienstfahrerlaubnis der Bundeswehr		Bundeswehrführerschein | Behördenführerschein | Dienstführerschein | Dienstfahrerlaubnis |
324169	11036008071900	Fahrzeugzulassung	Kraftfahrzeug	Ummeldung	Kraftfahrzeug | Umschreibung | KFz Umschreibung | Halterwechsel | Zulassung | zulassen
120906	11036008071901	Fahrzeugzulassung	Kraftfahrzeug	Ummeldung	Zulassung | Umschreibung | Halterwechsel | Wechsel | Erwerb | Anmeldung | Ummelden | Ummeldung | anmelden
326914	99090012000000	Naturschutz	Umsiedelung von Nestern geschützter Insektenarten		Hornisse | Honigbienen | Honigbiene | Bienen | Biene | Wespe | Hummeln | Hornissen | Hummel | Wespen | Wildbienen | Umsiedlung von Nestern geschützter Insektenarten | Zerstörung von Nestern geschützter Insektenarten
124556	99023001051001	Fahrerlaubnis	Führerschein	Umtausch	alter Führerschein | grauer Führerschein | Kartenführerschein | Führerschein | Umtausch
121616	99023001051000	Fahrerlaubnis	Führerschein	Umtausch	Kartenführerschein | Umtausch | Führerschein | umtauschen | Schlüsselzahl 95 | Berufskraftfahrer | Weiterbildung
326596	99108019000000	Straßenverkehr	Ausnahme von der Kennzeichnungspflicht in Umweltzonen		Ausnahmen von der Kennzeichnungspflicht in Umweltzonen | Umweltzonenausnahmegenehmigungen | Allgemeine Ausnahmen von der Kennzeichnungspflicht in Umweltzonen | Ausnahmen vom Fahrverbot in Umweltzonen |
326521	99108019006000	Straßenverkehr	Ausnahme von der Kennzeichnungspflicht in Umweltzonen	Genehmigung	Ausnahmen | Kennzeichnungspflicht | Umweltzonen | Wirtschaftsverkehr | Betriebe | gewerbliche | Sonderfahrzeuge | Schwerbehinderte mit Merkzeichen "G" | Umweltzonenausnahmegenehmigung | Genehmigung
324339	99123011000000	Vermessung und Kataster	Unschädlichkeitszeugnis bei Grundstückseigentum		Unschädlichkeitszeugnis | Pfandhaftentlassungserklärung | Freistellung von Hypothek
325327	99003023000000	Gesundheit	Unterbringung psychisch Kranker		Gesundheitsdienst | nervenkrank | Orientierungslosigkeit | Tobsuchtsanfall | Zwangseinweisung | Einweisung | Geisteskrankheit | Nervenklinik | Neurologie | Psychiatrie | Verwirrtheit
326069	99107021000000	Sozialleistungen	Unterhaltsvorschuss		Unterhaltsvorschuss | Kind | alleinerziehend | Sozialleistung
324160	99084013000000	Personenbeförderung	Unternehmenskarte		Unternehmenskarte | Speicherkarte | Tachograph | Kontrollgerät
324255	11003901000000	Gesundheit	Untersuchung nach dem Jugendarbeitsschutzgesetz		Berufstauglichkeitsuntersuchung | Durchführung einer Untersuchung | Impfausweiskontrolle | Erstuntersuchung | Jugendarbeitsschutzgesetz | Schulentlassungsuntersuchung | Untersuchungsberechtigungsschein |
324955	11079001012000	Lebenspartnerschaft	Lebenspartnerschaft	Ausstellung	Lebenspartnerschaftsregister | Lebenspartnerschaft | Lebenspartnerschaftsurkunde | Urkunde | Ausstellung
318969	99059004012000	Heirat	Eheurkunde	Ausstellung	Eheurkunde | Heiratsurkunde | Eheschließung | familienbuch | Urkunde | Ehe | Heirat | Hochzeit | Eheregister
326183	11901904000000	Übergeordnete Personenstandsfälle	Eheurkunde bei Eheschließung im Ausland oder ehemaliges deutsches Gebiet 		Heiratsurkunde | Ehenachweis | Eheschließungsnachweis
326181	11901903000000	Übergeordnete Personenstandsfälle	Geburtsurkunde bei Geburt im Ausland oder ehemaliges deutsches Gebiet 		Geburtsurkunde | Abstammungsnachweis | Geburtsnachweis | Urkunde über die Geburt
326185	11901905000000	Übergeordnete Personenstandsfälle	Lebenspartnerschaftsurkunde bei Lebenspartnerschaft im Ausland		Partnerschaftsurkunde | Heiratsurkunde | Partnerschaftsnachweis
318990	11101004012901	Sterbefall	Sterbeurkunde	Ausstellung	Sterbeurkunde | Sterbefall | Totenschein
326187	11901906000000	Übergeordnete Personenstandsfälle	Sterbeurkunde bei Sterbefall im Ausland und auf deutschen Seeschiffen		Tod im Ausland | Sterbefall im Ausland | Tod auf einem Schiff | Sterbefall auf einem Schiff | Tod eines Seemannes | Sterbefall eines Seemannes
318991	99133001000000	Anerkennung Vater-/Mutterschaft	Erklärung zur Vaterschaftsanerkennung		Vaterschaftsanerkennung | Vaterschaft | Anerkennung Vaterschaft | Vater | Abstammung
324911	99089001005000	Sicherheit und Ordnung	Veranstaltung	Erlaubnis	Straßenbenutzung | Silvesterlauf | Radtour | Parade | Karneval | Fahrradtour | Fahrbahn | Verkehrssicherheit | Etappenfahrt | Verkehrsaufsicht | Umzug | Autoausstellung | Straßenveranstaltungen | Sportveranstaltung | Veranstaltungen auf öffentlichen Plätzen | Bürgersteig
158235	11089026005901	Sicherheit und Ordnung	Glücksspielveranstaltung	Erlaubnis	Pokern | Pokerturniere | Turniere | Pokerveranstaltungen | Meldungen | Erlaubnisse
324352	99107025000000	Sozialleistungen	Vereinbarungen nach § 75 SGB XII		Vergütungen | Entgelte | Preise | Vereinbarungen | Verträge | Maßnahmepauschale | Grundpauschale | Investitionsbetrag | Berliner Rahmenvertrag
324703	11123002035000	Vermessung und Kataster	Flurstück	Beglaubigung	Vereinigung | Vereinigungsantrag | Verschmelzung | Grundbuchbereinigung | Grundstücksbereinigung | Teilung | Teilungsantrag
326852	99119004060006	Vereine	Vereinsregister	Eintragung	Verein | Vereinsregister | Vorstandswechsel | Vorstandsänderung | Präsidium | Rücktritt | Wahlen | Vorstandswahlen
327016	99119004060005	Vereine	Vereinsregister	Eintragung	Verein | Vereinsregister | Satzung | Satzungsänderung | Satzungsneufassung | Neufassung
325329	99102034002000	Steuern	Vergnügungsteuer	Festsetzung	Automatensteuer | Vergnügungsteuer | Spielautomatensteuer |
327194	11046062136000	Gerichtliche Leistungen	Vergütung von Sachverständigen nach JVEG	Vergütung	Sacherverständiger | Entschädigung | Vergütung | Fahrtkosten | Aufwandsentschädigung | Honorar | Gutachten | Gutachterin | JVEG
324328	99089017089000	Sicherheit und Ordnung	Fundsachen	Verwahrung	Brille | Fundsachen nachfragen | Schirm | Fundsache | Fundanzeige | verloren | Schmuck | Portemonnaie | Fundsachenannahme | Fahrrad | Tasche | Schlüsselbund | Geldbörse | Schlüssel | Fundbüro | verlorene Sachen |
120726	99008001014002	Personalausweis	Personalausweis	Meldung	Ausweisverlustanzeige | Verlustanzeige Ausweis | Personalausweis verloren | Personalausweis | Personalausweisverlust | Personaldokument | Ausweisverlustanzeige | Ausweis | Verlustanzeige | nPA | Perso | Personalausweiss | Personalausweiß
121634	99023002020000	Fahrerlaubnis	Fahrerlaubnis	Verlängerung	Verlängerung Führerschein | Verlängerung Fahrerlaubnis
158238	11089026005900	Sicherheit und Ordnung	Glücksspielveranstaltung	Erlaubnis	Sportwetten | wetten
120691	11010005016900	Aufenthaltstitel	Verpflichtungserklärung	Anerkennung	Einladung | Unterschriftsbeglaubigung | ausländereinladung | Verpflichtungserklärung | VE | § 68 | tourist | besuchsvisum | visum | schengen; Besuchereinladungen | Besuchsaufenthalte | Verpflichtungserklarung
326540	11010005016901	Aufenthaltstitel	Verpflichtungserklärung	Anerkennung	Verpflichtungserklärung | langfristig | Aufenthalt | Visum | Aufenthaltserlaubnis | Botschaft
327717	99050034005000	Gewerbe	Versicherungsberater	Erlaubnis	Versicherungsberater | § 34 e GewO-Erlaubnis | Versicherung | Versicherungsgewerbe | Beratung zu Versicherungsverträgen | Beratung zu Versicherungen
150276	99050035001000	Gewerbe	Erlaubnis für Versicherungsvermittler	Erteilung	Versicherungsmakler | Versicherungsvertreter | Versicherungsvermittler | § 34 d GewO-Erlaubnis | Versicherung | Versicherungsgewerbe | Vermittlung von Versicherungsverträgen | Verkauf von Versicherungen
327719	99050035010000	Gewerbe	Erlaubnis für Versicherungsvermittler	Befreiung	Versicherungsmakler | Versicherungsvertreter | produktergänzende Versicherungsvermittler | produktakzessorische Versicherungsvermittler | Befreiung von der § 34 d GewO-Erlaubnis | Versicherung | Versicherungsgewerbe | Vermittlung von Versicherungsverträgen als Nebenleistung | Verkauf von Versicherungen nebenbei
327272	11046038058000	Gerichtliche Leistungen	Versorgungsausgleich	Durchführung	VA | Versorgungsausgleich Ausland | Versorgungsausgleich mit Auslandsbezug | nachträglicher Versorgungsausgleich | isolierter Versorgungsausgleich | Rententeilung | Teilung von Rentenanrechten | Auslandsscheidung
327601	11125002001900	Visa	Visum	Erteilung	Visumverfahren | Visum | Familiennachzug | national | Zustimmung | Visa | D-Visum | DVisum
327098	99046054258000	Gerichtliche Leistungen	Maßnahmen der Zwangsvollstreckung	einstweilige Einstellung	Vollstreckungsschutz | Räumung | Räumungsschutz | Zwangsräumung | Wohnungsräumung | Inbesitznahme
326041	11036005029900	Fahrzeugzulassung	Betrieb von Fahrzeugen	Prüfung	Identifizierung von Fahrzeugen | Ident-Prüfung | Begutachtung von Fahrzeugen | Inaugenscheinnahme von Fahrzeugen | Einschlaganweisung | Ausnahmegenehmigung
324725	11107905000000	Sozialleistungen	Betreuungsverfahren/Betreuungsgerichtshilfe		Betreuung | Betreuungsverfügung | Vorsorgevollmacht | Vollmacht | öffentliche Beglaubigung
123066	99050042169000	Gewerbe	Veranstaltung eines Wanderlagers	Anzeige	Reisegewerbe | Wanderlager
324587	11036008007903	Fahrzeugzulassung	Kraftfahrzeug	Zulassung	Wechselkennzeichen | Wechsel | Tausch
326473	11108933000000	Straßenverkehr	Straßenrechtliche Sondernutzung Verteilen von Werbematerialien		Flyer; Plakate | Werbung
324557	99084014000000	Personenbeförderung	Werkstattkarte		Werkstattkarte | Speicherkarte | Tachograph | Kontrollgerät
319141	11115002007000	Wohnsitz	Auskunfts- und Übermittlungssperren im Melderegister	Zulassung	Auskunftssperre | Widerspruch gegen Datenübermittlungen; Melderegisterauskünfte sperren
120905	99036008007008	Fahrzeugzulassung	Kraftfahrzeug	Zulassung	Wiederzulassungen | Halterwechsel | KFZ | anmelden | zulassungen nach stilllegungen stillegungen
326351	99001004004000	Abfall	Wilder Müll	Entsorgung	Fahrrad-Rahmen | kaputtes Fahrrad | herrenlose Fahrräder | alte Fahrräder | Müllkippe | Fahrrad ohne Räder | herrenlose Räder | unerlaubte Entsorgung | Müllabfuhr
326714	11089040023000	Sicherheit und Ordnung	Räum- und Streupflicht	Auskunft	Winterdienst | Eisglätte | Schnee | Streuen | Winterdienstpflicht
326640	11089040010900	Sicherheit und Ordnung	Räum- und Streupflicht	Befreiung	Räumpflicht | Streupflicht | Winterdienst | Glatteis | Schnee
326642	11089040010901	Sicherheit und Ordnung	Räum- und Streupflicht	Befreiung	Räumpflicht | Streupflicht | Winterdienst | Glatteis | Schnee
120671	11107022900900	Sozialleistungen	Wohnberechtigungsschein	WBS - Antragsannahme	Sozialwohnung | Zinsbescheinigung | Wohnraum | Frei- und Abzugsbeträge | WBS | Freibetrag | Zinsgenehmigung | Abzugsbeträge | Einkommensnachweis | Einkommensfreibeträge | Wohnberechtigung | Freibeträge | Wohnungswirtschaftliche Bescheinigung | 1 Förderweg | 1. Förderungsweg | belegungsgebundenen | Wohnungsbindung | Belegungsbindung | Förderung
120665	11107023017901	Sozialleistungen	Wohngeld	Bewilligung	Wohnung | Förderung | Wohngeld | Wohnhilfe | Eigenheim | Eigenheimhilfe | Eigentumswohnung | Wohneigentum | Lastenzuschuss | Wohnen
120656	11107023017900	Sozialleistungen	Wohngeld	Bewilligung	Förderung | Wohnhilfe | Wohnen | Wohngeld | Wohngeldantrag | Wohnung | Mietzuschuss | Lastenzuschuss
325663	99102023002000	Steuern	Wohnungsbauprämie	Festsetzung	Bausparen | Bausparkasse | Wohnungsbauprämie - Festsetzung
326834	11046032058900	Gerichtliche Leistungen	Gerichtliche Prozesse	Durchführung	WEG | Wohnungseigentümer | Eigentumswohnung | Wohnungseigentümergemeinschaft | Verwalter | Beschlussanfechtung | Wohngeld | Hausgeld | Eigentümerversammlung | Vereinbarung | Teilungserklärung | Gemeinschaftsordnung | Sondereigentum | Gemeinschaftseigentum | Sondernutzungsrechte
326403	99089072000000	Sicherheit und Ordnung	Zahlungserleichterungen bei Ordnungswidrigkeiten		Stundung | Ratenzahlung | Abschlag | Abschlagszahlung | Abzahlung | Rate | Tilgung | Schuldentilgung | Teilzahlung | Zahlungsaufschub | Forderungsaufschub | Zahlungsschwierigkeiten | Zahlungsunfähigkeit | Insolvenz | Zahlungserleichterung
326407	99142006110001	Finanzen	Haushalt	Vollzug	Überzahlung | Zahlungsverkehr | Aktenzeichen | Kontonummer | Bankleitzahl | Klärung | Einzahlung | Auszahlung | Kontoauszug | falsches Aktenzeichen | Anweisung | Auszahlung | Begleichung | Gutschrift | Nachzahlung | Vorauszahlung | Zahlung | Mahnung | Vollstreckung | Bußgeld | Bussgeld
326716	99046047000000	Gerichtliche Leistungen	Entschädigung von Zeugen		Zeugin | Zeugen | Entschädigung | Verdienstausfall | Fahrtkosten | Zeitversäumnis | Entschädigung für Nachteile bei der Haushaltsführung | Zeugenentschädigung | Aufwandsentschädigung | Aufwendungsersatz | Ersatz für sonstige Aufwendungen | Fahrtkostenersatz | Entschädigung für Aufwand
324199	99036008007006	Fahrzeugzulassung	Kraftfahrzeug	Zulassung	EU | EWR | Neuzulassung | KFZ-Zulassung | Neufahrzeug | EU-Mitgliedstaat | Ausland | Überführung | Zulassungsbescheinigung | Ersterfassung
324200	11036008007902	Fahrzeugzulassung	Kraftfahrzeug	Zulassung	Neuzulassung aus EU/ EWR ohne ZBII | Neuzulassung | Ausland | KFZ-Zulassung | eines Neufahrzeuges | EU-Mitgliedstaat | Zulassungsbescheinigung | EU | Ersterfassung
120884	99036008007003	Fahrzeugzulassung	Kraftfahrzeug	Zulassung	Ausland | überführen | EU-Ausland | EU | Gebrauchtfahrzeuges | Überführung | Ersterfassung | Wiedererfassung
324197	99036008007004	Fahrzeugzulassung	Kraftfahrzeug	Zulassung	Drittstaat | EU | EWR | Ausland | Zulassung | Anmeldung | Nicht-eu-mitgliedstaates | Überführung | Zoll | Ersterfassung | Wiedererfassung
120892	99036008007007	Fahrzeugzulassung	Kraftfahrzeug	Zulassung	fabrikneue | ausländisches Fahrzeug anmelden | Neuwagen anmelden | Umsatzsteuererklärung | KFZ-Zulassung | Neufahrzeuge | Nicht-EU-Mitgliedstaat | Ersterfassung | EU | Zulassung
120914	11036008007901	Fahrzeugzulassung	Kraftfahrzeug	Zulassung	Umschreibung | auswärtiges Fahrzeug anmelden | Zulassung | Standortwechsel | Standortverlegung | Anmeldung | Halterwechsel | Umzug | Zulassung | Kfz-Zulassung
120882	99036008007002	Fahrzeugzulassung	Kraftfahrzeug	Zulassung	Neuzulassungen | fabrikneues Fahrzeuge | erstmalig anmelden | Zulassungen
326033	11036008007904	Fahrzeugzulassung	Kraftfahrzeug	Zulassung	Taxi | Taxen | Kraftdroschken | Personenbeförderung
121575	99036011036002	Fahrzeugzulassung	Zulassungsbescheinigung Teil I	Ersatz	Fahrzeugschein | verloren | Verlust | Diebstahl | Zulassungsbescheinigung | Teil I | ZBI | verloren | gestohlen | Fahrzeug
121584	99036012036002	Fahrzeugzulassung	Zulassungsbescheinigung Teil II	Ersatz	Fahrzeugbrief | Zulassungsbescheinigung | verloren | Verlust | gestohlen | Diebstahl | ZBII | Aufbietung | ungültig
327096	11046052011000	Gerichtliche Leistungen	Zusammenrechnung mehrerer Einkommen der Schuldnerin oder des Schuldners	Änderung	Pfändung | Pfändungs- und Überweisungsbeschluss | Zusammenrechnung Einkommen | Schulden
326900	11046030220000	Gerichtliche Leistungen	Zwangsversteigerung	Versteigerung	Bieten | Gebote abgeben | erwerben | Zwangsversteigerung | Grundstücke | Haus ersteigern | Auktion | Haus kaufen | Wohnung kaufen
326974	99046055000000	Gerichtliche Leistungen	Erinnerung gegen die Art und Weise der Zwangsvollstreckung		Vollstreckungserinnerung | Rechtsbehelf | Rechtsmittel | Gerichtsvollzieherbeschwerde | Aufhebung | Pfändung | Zwangsvollstreckung | Erinnerung | Art und Weise
326812	11066011011000	Insolvenz	Pfändungsschutzkonto	Änderung	P-Konto | Kontoschutz | Kontenpfändungsschutz | Kontofreigabe | Pfändungsschutzkonto | Pfandfreier Betrag | Sockelbetragserhöhung | Kontofreischaltung | Insolvenz | Zwangsvollstreckung
327104	99046051011000	Gerichtliche Leistungen	Pfändungsgrenzen	Änderung	Pfändung | Pfändungs- und Überweisungsbeschluss | Einkommen | unpfändbar | Änderung | Zwangsvollstreckung
326217	11116900000000	Wohnungswesen	Zweckentfremdung von Wohnraum		Gewerbliche Nutzung von Wohnraum | Ferienwohnungen | Fremdenbeherbergung | Gästewohnungen | gewerbliche Zimmervermietung | Leerstand von Wohnraum | Ersatzwohnraum | Wiederzuführung von Wohnraum zu Wohnzwecken | Zweckentfremdung | Wohnungen | Zweckentfremdungsverbot
325579	99018031065000	Berufsberechtigung	Zweitschrift einer Approbation	Ausfertigung	Zweitschrift | Approbationsurkunde | Arzterlaubnis | Heilberuf | Ersatzdokument
